Q2,x,W,g1,dg1(stat),dg1(sys),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot)
0.0496,0.1437,1.085,,,,,,,,,-4.0897,3.2359,6.7112,7.4506
0.0496,0.1352,1.095,,,,,,,,,0.8676,2.3378,0.366,2.3663
0.0496,0.1275,1.105,,,,,,,,,0.0935,1.7699,0.3179,1.7982
0.0496,0.1207,1.115,,,,,,,,,1.0428,1.4214,0.3998,1.4766
0.0496,0.1144,1.125,,,,,,,,,0.0396,1.042,0.2135,1.0636
0.0496,0.1087,1.135,,,,,,,,,-1.9087,0.8828,0.7649,1.1681
0.0496,0.1036,1.145,,,,,,,,,1.1177,0.7273,0.2379,0.7652
0.0496,0.0988,1.155,,,,,,,,,-0.0296,0.6177,0.1041,0.6264
0.0496,0.0945,1.165,,,,,,,,,-0.8282,0.5177,0.1428,0.537
0.0496,0.0904,1.175,,,,,,,,,-0.2237,0.4405,0.0586,0.4444
0.0496,0.0867,1.185,,,,,,,,,0.0705,0.3825,0.0511,0.3859
0.0496,0.0832,1.195,,,,,,,,,0.0339,0.3397,0.0421,0.3423
0.0496,0.08,1.205,,,,,,,,,-0.5676,0.3054,0.081,0.316
0.0496,0.077,1.215,,,,,,,,,-0.5017,0.2846,0.0793,0.2954
0.0496,0.0742,1.225,,,,,,,,,-0.1828,0.2731,0.043,0.2765
0.0496,0.0716,1.235,,,,,,,,,-0.2202,0.2713,0.0445,0.2749
0.0496,0.0691,1.245,,,,,,,,,0.2131,0.2752,0.0399,0.2781
0.0496,0.0668,1.255,,,,,,,,,0.0313,0.2867,0.0354,0.2889
0.0496,0.0646,1.265,,,,,,,,,0.0813,0.3031,0.035,0.3051
0.0496,0.0625,1.275,,,,,,,,,-0.4367,0.3156,0.0705,0.3234
0.0496,0.0606,1.285,,,,,,,,,-0.0132,0.3251,0.0348,0.327
0.0496,0.0587,1.295,,,,,,,,,-0.3144,0.3319,0.062,0.3376
0.0496,0.057,1.305,,,,,,,,,-0.1785,0.3279,0.0438,0.3308
0.0496,0.0553,1.315,,,,,,,,,-0.5992,0.3193,0.0645,0.3257
0.0496,0.0537,1.325,,,,,,,,,0.3621,0.3133,0.053,0.3178
0.0496,0.0522,1.335,,,,,,,,,-0.3152,0.3115,0.0401,0.3141
0.0496,0.0508,1.345,,,,,,,,,0.4493,0.3025,0.036,0.3046
0.0496,0.0494,1.355,,,,,,,,,-0.1693,0.2988,0.0269,0.3
0.0496,0.0481,1.365,,,,,,,,,-0.0557,0.3011,0.0271,0.3023
0.0496,0.0469,1.375,,,,,,,,,-0.6124,0.3001,0.0589,0.3058
0.0496,0.0457,1.385,,,,,,,,,-0.0319,0.2957,0.0205,0.2964
0.0496,0.0445,1.395,,,,,,,,,-0.285,0.2928,0.0288,0.2942
0.0496,0.0434,1.405,,,,,,,,,-0.5422,0.2847,0.0672,0.2925
0.0496,0.0424,1.415,,,,,,,,,0.0675,0.2777,0.018,0.2783
0.0496,0.0414,1.425,,,,,,,,,-0.4619,0.2669,0.0358,0.2693
0.0496,0.0404,1.435,,,,,,,,,0.2511,0.2586,0.025,0.2598
0.0496,0.0395,1.445,,,,,,,,,-0.1567,0.2487,0.0182,0.2494
0.0496,0.0386,1.455,,,,,,,,,-0.2526,0.2382,0.0527,0.244
0.0496,0.0377,1.465,,,,,,,,,0.0312,0.2268,0.0151,0.2273
0.0496,0.0369,1.475,,,,,,,,,-0.0835,0.2178,0.0146,0.2183
0.0496,0.0361,1.485,,,,,,,,,-0.1677,0.2091,0.0255,0.2106
0.0496,0.0354,1.495,,,,,,,,,-0.2988,0.2041,0.0228,0.2054
0.0496,0.0346,1.505,,,,,,,,,-0.4626,0.2004,0.0323,0.203
0.0496,0.0339,1.515,,,,,,,,,-0.087,0.2005,0.0136,0.201
0.0496,0.0332,1.525,,,,,,,,,-0.2463,0.1997,0.0212,0.2008
0.0496,0.0325,1.535,,,,,,,,,0.0833,0.2018,0.0157,0.2024
0.0496,0.0319,1.545,,,,,,,,,0.066,0.2028,0.0226,0.2041
0.0496,0.0313,1.555,,,,,,,,,-0.1662,0.2046,0.0152,0.2052
0.0496,0.0307,1.565,,,,,,,,,-0.062,0.2056,0.0123,0.206
0.0496,0.0301,1.575,,,,,,,,,-0.2898,0.2104,0.0339,0.2131
0.0496,0.0295,1.585,,,,,,,,,0.0808,0.2112,0.0296,0.2133
0.0592,0.1669,1.085,,,,,,,,,2.9002,1.9186,3.0487,3.6022
0.0592,0.1572,1.095,,,,,,,,,-0.1629,1.4463,0.6397,1.5815
0.0592,0.1486,1.105,,,,,,,,,0.6584,1.1541,0.2785,1.1872
0.0592,0.1407,1.115,,,,,,,,,0.0575,0.9438,0.2335,0.9723
0.0592,0.1336,1.125,,,,,,,,,-0.3637,0.778,0.2432,0.8151
0.0592,0.1271,1.135,,,,,,,,,0.3151,0.6543,0.1403,0.6692
0.0592,0.1212,1.145,,,,,,,,,-0.1428,0.5593,0.1154,0.5711
0.0592,0.1157,1.155,,,,,,,,,-0.5979,0.4827,0.1339,0.5009
0.0592,0.1107,1.165,,,,,,,,,-0.1138,0.4212,0.0762,0.428
0.0592,0.1061,1.175,,,,,,,,,-0.3745,0.3705,0.0857,0.3803
0.0592,0.1018,1.185,,,,,,,,,-0.3218,0.3294,0.0763,0.3381
0.0592,0.0978,1.195,,,,,,,,,-0.2082,0.299,0.0526,0.3036
0.0592,0.094,1.205,,,,,,,,,-0.39,0.273,0.0693,0.2817
0.0592,0.0906,1.215,,,,,,,,,-0.6084,0.256,0.0817,0.2687
0.0592,0.0873,1.225,,,,,,,,,-0.4142,0.2454,0.0798,0.258
0.0592,0.0842,1.235,,,,,,,,,-0.1499,0.2398,0.0444,0.2439
0.0592,0.0814,1.245,,,,,,,,,-0.5622,0.2384,0.0708,0.2487
0.0592,0.0787,1.255,,,,,,,,,-0.2695,0.2442,0.0574,0.2509
0.0592,0.0761,1.265,,,,,,,,,-0.5154,0.2509,0.0649,0.2592
0.0592,0.0737,1.275,,,,,,,,,0.293,0.2574,0.0441,0.2612
0.0592,0.0714,1.285,,,,,,,,,-0.1894,0.2653,0.0391,0.2682
0.0592,0.0693,1.295,,,,,,,,,-0.5475,0.2713,0.0757,0.2817
0.0592,0.0672,1.305,,,,,,,,,-0.5366,0.2741,0.0774,0.2848
0.0592,0.0653,1.315,,,,,,,,,-0.1418,0.274,0.0455,0.2778
0.0592,0.0634,1.325,,,,,,,,,-0.0787,0.2783,0.0306,0.28
0.0592,0.0617,1.335,,,,,,,,,-0.3269,0.2797,0.0413,0.2827
0.0592,0.06,1.345,,,,,,,,,-0.0967,0.2789,0.0269,0.2802
0.0592,0.0584,1.355,,,,,,,,,-0.2111,0.2789,0.0521,0.2837
0.0592,0.0569,1.365,,,,,,,,,0.1125,0.279,0.0321,0.2808
0.0592,0.0554,1.375,,,,,,,,,0.0021,0.2763,0.0247,0.2774
0.0592,0.054,1.385,,,,,,,,,-0.7045,0.2708,0.0644,0.2784
0.0592,0.0527,1.395,,,,,,,,,0.1003,0.2656,0.0208,0.2664
0.0592,0.0514,1.405,,,,,,,,,-0.3188,0.2578,0.0364,0.2604
0.0592,0.0502,1.415,,,,,,,,,0.0726,0.2508,0.0304,0.2526
0.0592,0.049,1.425,,,,,,,,,-0.2433,0.2456,0.0251,0.2469
0.0592,0.0479,1.435,,,,,,,,,-0.2904,0.2416,0.025,0.2429
0.0592,0.0468,1.445,,,,,,,,,-0.2421,0.2343,0.0524,0.2401
0.0592,0.0457,1.455,,,,,,,,,-0.3053,0.2267,0.0415,0.2305
0.0592,0.0447,1.465,,,,,,,,,-0.2367,0.2174,0.0409,0.2212
0.0592,0.0438,1.475,,,,,,,,,0.3255,0.2076,0.032,0.2101
0.0592,0.0428,1.485,,,,,,,,,-0.1856,0.1983,0.0287,0.2004
0.0592,0.0419,1.495,,,,,,,,,0.0922,0.1913,0.0197,0.1923
0.0592,0.041,1.505,,,,,,,,,-0.1917,0.1874,0.0182,0.1883
0.0592,0.0402,1.515,,,,,,,,,0.0625,0.1877,0.0154,0.1883
0.0592,0.0394,1.525,,,,,,,,,-0.3991,0.1876,0.0297,0.1899
0.0592,0.0386,1.535,,,,,,,,,0.1341,0.1938,0.0228,0.1951
0.0592,0.0378,1.545,,,,,,,,,-0.0168,0.1967,0.0126,0.1971
0.0592,0.0371,1.555,,,,,,,,,-0.0747,0.2001,0.0172,0.2008
0.0592,0.0364,1.565,,,,,,,,,-0.0283,0.2005,0.0114,0.2008
0.0592,0.0357,1.575,,,,,,,,,-0.0941,0.2065,0.0164,0.2072
0.0592,0.035,1.585,,,,,,,,,0.2333,0.2067,0.0217,0.2078
0.0707,0.1931,1.085,,,,,,,,,1.7762,1.672,1.4333,2.2023
0.0707,0.1822,1.095,,,,,,,,,1.287,1.3034,0.5948,1.4327
0.0707,0.1724,1.105,,,,,,,,,0.7785,1.0611,0.2811,1.0977
0.0707,0.1636,1.115,,,,,,,,,-0.0627,0.8873,0.2875,0.9327
0.0707,0.1555,1.125,,,,,,,,,0.4474,0.7523,0.2006,0.7786
0.0707,0.1482,1.135,,,,,,,,,0.9372,0.6367,0.1825,0.6623
0.0707,0.1414,1.145,,,,,,,,,0.3142,0.5394,0.0932,0.5474
0.0707,0.1352,1.155,,,,,,,,,-0.3084,0.4656,0.1034,0.4769
0.0707,0.1294,1.165,,,,,,,,,-0.3059,0.4012,0.0834,0.4098
0.0707,0.1241,1.175,,,,,,,,,0.1186,0.3469,0.056,0.3514
0.0707,0.1192,1.185,,,,,,,,,-0.973,0.3051,0.1417,0.3364
0.0707,0.1146,1.195,,,,,,,,,-0.5158,0.2738,0.0821,0.2858
0.0707,0.1103,1.205,,,,,,,,,-0.4382,0.2492,0.0763,0.2606
0.0707,0.1063,1.215,,,,,,,,,-0.3743,0.2334,0.0653,0.2424
0.0707,0.1025,1.225,,,,,,,,,-0.5425,0.2255,0.0735,0.2372
0.0707,0.099,1.235,,,,,,,,,-0.1259,0.2229,0.047,0.2278
0.0707,0.0957,1.245,,,,,,,,,-0.0005,0.2254,0.0461,0.2301
0.0707,0.0925,1.255,,,,,,,,,-0.3525,0.2342,0.0617,0.2422
0.0707,0.0896,1.265,,,,,,,,,-0.4091,0.2442,0.073,0.2549
0.0707,0.0868,1.275,,,,,,,,,0.0632,0.255,0.0668,0.2636
0.0707,0.0841,1.285,,,,,,,,,-0.2164,0.2653,0.0472,0.2695
0.0707,0.0816,1.295,,,,,,,,,0.3547,0.2729,0.0552,0.2784
0.0707,0.0793,1.305,,,,,,,,,-0.2262,0.2766,0.0498,0.281
0.0707,0.077,1.315,,,,,,,,,-0.0177,0.2786,0.0335,0.2806
0.0707,0.0748,1.325,,,,,,,,,-0.0408,0.279,0.0316,0.2808
0.0707,0.0728,1.335,,,,,,,,,0.1401,0.2772,0.0301,0.2788
0.0707,0.0708,1.345,,,,,,,,,0.0845,0.2744,0.0348,0.2766
0.0707,0.069,1.355,,,,,,,,,0.4024,0.2684,0.0631,0.2757
0.0707,0.0672,1.365,,,,,,,,,-0.191,0.2622,0.0409,0.2654
0.0707,0.0655,1.375,,,,,,,,,-0.0755,0.2568,0.0257,0.2581
0.0707,0.0639,1.385,,,,,,,,,-0.2028,0.2435,0.0296,0.2453
0.0707,0.0623,1.395,,,,,,,,,0.0626,0.2455,0.0231,0.2466
0.0707,0.0608,1.405,,,,,,,,,-0.5336,0.2414,0.0591,0.2485
0.0707,0.0594,1.415,,,,,,,,,0.1921,0.2367,0.0335,0.2391
0.0707,0.058,1.425,,,,,,,,,-0.1609,0.234,0.0281,0.2357
0.0707,0.0566,1.435,,,,,,,,,-0.6087,0.2286,0.0462,0.2332
0.0707,0.0554,1.445,,,,,,,,,0.2348,0.2204,0.0508,0.2262
0.0707,0.0541,1.455,,,,,,,,,0.0374,0.2122,0.0235,0.2135
0.0707,0.053,1.465,,,,,,,,,-0.2292,0.2041,0.023,0.2054
0.0707,0.0518,1.475,,,,,,,,,-0.2772,0.1957,0.0254,0.1973
0.0707,0.0507,1.485,,,,,,,,,-0.0898,0.1901,0.0258,0.1918
0.0707,0.0496,1.495,,,,,,,,,-0.2997,0.1871,0.0358,0.1905
0.0707,0.0486,1.505,,,,,,,,,-0.4474,0.1856,0.0418,0.1902
0.0707,0.0476,1.515,,,,,,,,,0.0541,0.1839,0.0166,0.1846
0.0707,0.0467,1.525,,,,,,,,,-0.0057,0.1842,0.0149,0.1848
0.0707,0.0458,1.535,,,,,,,,,-0.176,0.1869,0.0271,0.1889
0.0707,0.0449,1.545,,,,,,,,,0.2902,0.1892,0.041,0.1936
0.0707,0.044,1.555,,,,,,,,,-0.286,0.1957,0.0235,0.1971
0.0707,0.0432,1.565,,,,,,,,,0.009,0.1982,0.0114,0.1985
0.0707,0.0423,1.575,,,,,,,,,-0.0704,0.203,0.0338,0.2058
0.0707,0.0416,1.585,,,,,,,,,0.1865,0.1998,0.0241,0.2012
0.0844,0.2222,1.085,,,,,,,,,-1.2347,1.6117,3.2547,3.6319
0.0844,0.2101,1.095,,,,,,,,,1.2776,1.2682,0.5051,1.3651
0.0844,0.1992,1.105,,,,,,,,,-0.7894,1.0259,0.6983,1.241
0.0844,0.1893,1.115,,,,,,,,,0.2059,0.8646,0.2463,0.899
0.0844,0.1802,1.125,,,,,,,,,0.8354,0.7308,0.2036,0.7586
0.0844,0.1719,1.135,,,,,,,,,0.2332,0.6227,0.131,0.6363
0.0844,0.1643,1.145,,,,,,,,,-0.3008,0.524,0.1302,0.5399
0.0844,0.1573,1.155,,,,,,,,,0.6463,0.4512,0.1267,0.4687
0.0844,0.1507,1.165,,,,,,,,,-0.6053,0.3918,0.1179,0.4092
0.0844,0.1447,1.175,,,,,,,,,-0.4652,0.343,0.0917,0.355
0.0844,0.1391,1.185,,,,,,,,,-0.3004,0.3047,0.0667,0.3119
0.0844,0.1338,1.195,,,,,,,,,-0.7917,0.2744,0.1178,0.2986
0.0844,0.1289,1.205,,,,,,,,,-0.7462,0.2517,0.1112,0.2752
0.0844,0.1243,1.215,,,,,,,,,-0.3768,0.2353,0.0654,0.2442
0.0844,0.12,1.225,,,,,,,,,-0.5032,0.2263,0.0849,0.2417
0.0844,0.1159,1.235,,,,,,,,,-0.4618,0.2219,0.0728,0.2335
0.0844,0.1121,1.245,,,,,,,,,-0.6137,0.2227,0.0901,0.2402
0.0844,0.1085,1.255,,,,,,,,,-0.5013,0.226,0.0837,0.241
0.0844,0.1051,1.265,,,,,,,,,-0.0801,0.2319,0.054,0.2381
0.0844,0.1019,1.275,,,,,,,,,-0.3844,0.2381,0.0691,0.2479
0.0844,0.0988,1.285,,,,,,,,,-0.5381,0.2449,0.0923,0.2617
0.0844,0.0959,1.295,,,,,,,,,0.3837,0.2506,0.0572,0.257
0.0844,0.0932,1.305,,,,,,,,,-0.3089,0.256,0.0682,0.2649
0.0844,0.0906,1.315,,,,,,,,,-0.217,0.2612,0.0476,0.2655
0.0844,0.0881,1.325,,,,,,,,,-0.3312,0.2651,0.0542,0.2706
0.0844,0.0857,1.335,,,,,,,,,0.4538,0.2643,0.069,0.2732
0.0844,0.0834,1.345,,,,,,,,,0.0653,0.267,0.0287,0.2685
0.0844,0.0813,1.355,,,,,,,,,-0.3743,0.2631,0.051,0.268
0.0844,0.0792,1.365,,,,,,,,,-0.0167,0.2574,0.0308,0.2592
0.0844,0.0772,1.375,,,,,,,,,0.154,0.2508,0.0283,0.2524
0.0844,0.0753,1.385,,,,,,,,,-0.1072,0.2455,0.0366,0.2482
0.0844,0.0735,1.395,,,,,,,,,0.2021,0.2376,0.0253,0.2389
0.0844,0.0717,1.405,,,,,,,,,0.141,0.2325,0.0329,0.2348
0.0844,0.07,1.415,,,,,,,,,-0.2099,0.2263,0.0296,0.2282
0.0844,0.0684,1.425,,,,,,,,,-0.0927,0.2244,0.0289,0.2263
0.0844,0.0669,1.435,,,,,,,,,0.0648,0.2183,0.0198,0.2192
0.0844,0.0654,1.445,,,,,,,,,-0.0354,0.2121,0.0358,0.2151
0.0844,0.064,1.455,,,,,,,,,-0.5079,0.2071,0.0418,0.2113
0.0844,0.0626,1.465,,,,,,,,,-0.0578,0.1999,0.0185,0.2008
0.0844,0.0612,1.475,,,,,,,,,-0.1451,0.1943,0.019,0.1952
0.0844,0.0599,1.485,,,,,,,,,0.2091,0.1877,0.0398,0.1919
0.0844,0.0587,1.495,,,,,,,,,-0.0965,0.1835,0.0206,0.1847
0.0844,0.0575,1.505,,,,,,,,,-0.0971,0.179,0.0233,0.1805
0.0844,0.0563,1.515,,,,,,,,,-0.4075,0.1779,0.0388,0.1821
0.0844,0.0552,1.525,,,,,,,,,0.1337,0.1773,0.0314,0.1801
0.0844,0.0541,1.535,,,,,,,,,-0.1442,0.1793,0.0183,0.1802
0.0844,0.0531,1.545,,,,,,,,,-0.3398,0.1827,0.0449,0.1881
0.0844,0.0521,1.555,,,,,,,,,-0.124,0.1876,0.0158,0.1883
0.0844,0.0511,1.565,,,,,,,,,0.1674,0.1885,0.0309,0.191
0.0844,0.0501,1.575,,,,,,,,,-0.2781,0.1917,0.0227,0.193
0.0844,0.0492,1.585,,,,,,,,,-0.3431,0.1909,0.0319,0.1935
0.101,0.2547,1.085,,,,,,,,,3.5035,1.5358,3.7366,4.0399
0.101,0.2415,1.095,,,,,,,,,2.0545,1.2324,0.9518,1.5572
0.101,0.2294,1.105,,,,,,,,,0.1782,0.997,0.3758,1.0655
0.101,0.2184,1.115,,,,,,,,,-0.7449,0.8356,0.5211,0.9848
0.101,0.2083,1.125,,,,,,,,,0.4712,0.7108,0.1769,0.7325
0.101,0.199,1.135,,,,,,,,,-1.0188,0.6063,0.2899,0.672
0.101,0.1905,1.145,,,,,,,,,-0.3809,0.5128,0.1509,0.5345
0.101,0.1825,1.155,,,,,,,,,0.2343,0.4405,0.1298,0.4592
0.101,0.1752,1.165,,,,,,,,,-0.428,0.3796,0.1019,0.393
0.101,0.1684,1.175,,,,,,,,,-0.5443,0.3321,0.1101,0.3499
0.101,0.162,1.185,,,,,,,,,-0.3967,0.2936,0.0889,0.3068
0.101,0.156,1.195,,,,,,,,,-0.3283,0.2654,0.0667,0.2737
0.101,0.1505,1.205,,,,,,,,,-0.2824,0.244,0.0554,0.2502
0.101,0.1452,1.215,,,,,,,,,-0.465,0.229,0.0745,0.2408
0.101,0.1403,1.225,,,,,,,,,-0.5116,0.2199,0.0836,0.2353
0.101,0.1357,1.235,,,,,,,,,-0.5019,0.2159,0.0841,0.2317
0.101,0.1313,1.245,,,,,,,,,-0.4834,0.2158,0.0794,0.2299
0.101,0.1272,1.255,,,,,,,,,-0.2467,0.2192,0.0549,0.226
0.101,0.1232,1.265,,,,,,,,,-0.0208,0.2244,0.043,0.2285
0.101,0.1195,1.275,,,,,,,,,-0.375,0.231,0.0721,0.242
0.101,0.116,1.285,,,,,,,,,-0.0077,0.2375,0.0418,0.2412
0.101,0.1127,1.295,,,,,,,,,-0.2642,0.2431,0.0532,0.2489
0.101,0.1095,1.305,,,,,,,,,-0.7167,0.2489,0.1075,0.2711
0.101,0.1065,1.315,,,,,,,,,-0.4878,0.2547,0.079,0.2667
0.101,0.1036,1.325,,,,,,,,,0.1192,0.2561,0.0379,0.2589
0.101,0.1008,1.335,,,,,,,,,-0.0118,0.2564,0.0343,0.2587
0.101,0.0982,1.345,,,,,,,,,0.3447,0.2573,0.0444,0.2611
0.101,0.0957,1.355,,,,,,,,,-0.69,0.2532,0.1071,0.2749
0.101,0.0933,1.365,,,,,,,,,-0.0831,0.2472,0.0307,0.2491
0.101,0.091,1.375,,,,,,,,,0.2061,0.2432,0.0519,0.2487
0.101,0.0888,1.385,,,,,,,,,-0.2157,0.2393,0.0349,0.2418
0.101,0.0867,1.395,,,,,,,,,-0.1096,0.2358,0.0355,0.2385
0.101,0.0846,1.405,,,,,,,,,-0.0008,0.2325,0.0282,0.2342
0.101,0.0827,1.415,,,,,,,,,-0.0942,0.2282,0.0239,0.2294
0.101,0.0808,1.425,,,,,,,,,0.1219,0.2235,0.0337,0.226
0.101,0.079,1.435,,,,,,,,,-0.1795,0.2168,0.0254,0.2183
0.101,0.0773,1.445,,,,,,,,,0.2994,0.2087,0.0454,0.2136
0.101,0.0756,1.455,,,,,,,,,-0.0837,0.2027,0.0206,0.2037
0.101,0.074,1.465,,,,,,,,,-0.2592,0.1952,0.0421,0.1997
0.101,0.0724,1.475,,,,,,,,,-0.4342,0.1892,0.0467,0.1949
0.101,0.0709,1.485,,,,,,,,,0.0916,0.1822,0.0283,0.1844
0.101,0.0694,1.495,,,,,,,,,-0.0322,0.1792,0.0566,0.1879
0.101,0.068,1.505,,,,,,,,,0.1945,0.172,0.0353,0.1756
0.101,0.0667,1.515,,,,,,,,,-0.3967,0.1702,0.0342,0.1736
0.101,0.0654,1.525,,,,,,,,,0.0202,0.1699,0.0187,0.1709
0.101,0.0641,1.535,,,,,,,,,0.0846,0.1708,0.0231,0.1724
0.101,0.0629,1.545,,,,,,,,,-0.177,0.1734,0.0196,0.1745
0.101,0.0617,1.555,,,,,,,,,0.1816,0.1788,0.0278,0.1809
0.101,0.0605,1.565,,,,,,,,,0.095,0.1828,0.0222,0.1841
0.101,0.0594,1.575,,,,,,,,,-0.2221,0.186,0.0325,0.1888
0.101,0.0583,1.585,,,,,,,,,-0.0722,0.1884,0.0146,0.189
0.12,0.2888,1.085,,,,,,,,,-0.4503,1.479,2.5033,2.9076
0.12,0.2744,1.095,,,,,,,,,0.0061,1.1687,0.7916,1.4116
0.12,0.2613,1.105,,,,,,,,,0.7127,0.9571,0.2947,1.0014
0.12,0.2492,1.115,,,,,,,,,0.4096,0.8013,0.2728,0.8465
0.12,0.2381,1.125,,,,,,,,,-0.0706,0.6868,0.2292,0.724
0.12,0.2279,1.135,,,,,,,,,-0.6733,0.596,0.244,0.644
0.12,0.2185,1.145,,,,,,,,,-0.5528,0.5118,0.1697,0.5392
0.12,0.2097,1.155,,,,,,,,,0.0192,0.4432,0.0976,0.4538
0.12,0.2015,1.165,,,,,,,,,-0.1496,0.3861,0.103,0.3996
0.12,0.1939,1.175,,,,,,,,,-1.0293,0.338,0.1893,0.3874
0.12,0.1868,1.185,,,,,,,,,0.0832,0.3012,0.0611,0.3073
0.12,0.1801,1.195,,,,,,,,,-0.3764,0.2727,0.0744,0.2827
0.12,0.1738,1.205,,,,,,,,,-0.4995,0.2487,0.0861,0.2632
0.12,0.1679,1.215,,,,,,,,,0.0173,0.2337,0.0456,0.2381
0.12,0.1624,1.225,,,,,,,,,-0.1075,0.2252,0.0468,0.23
0.12,0.1572,1.235,,,,,,,,,-0.238,0.2204,0.0542,0.227
0.12,0.1522,1.245,,,,,,,,,-0.4757,0.2193,0.0781,0.2328
0.12,0.1475,1.255,,,,,,,,,0.1792,0.2227,0.0515,0.2286
0.12,0.1431,1.265,,,,,,,,,-0.2993,0.2281,0.0598,0.2358
0.12,0.1389,1.275,,,,,,,,,-0.3565,0.2356,0.0659,0.2446
0.12,0.1349,1.285,,,,,,,,,-0.5174,0.2426,0.0837,0.2566
0.12,0.1311,1.295,,,,,,,,,-0.5491,0.2477,0.0832,0.2613
0.12,0.1275,1.305,,,,,,,,,-0.4392,0.2546,0.0854,0.2685
0.12,0.124,1.315,,,,,,,,,-0.1126,0.2606,0.0442,0.2643
0.12,0.1207,1.325,,,,,,,,,-0.1869,0.2587,0.0562,0.2647
0.12,0.1176,1.335,,,,,,,,,-0.2617,0.2598,0.0521,0.265
0.12,0.1146,1.345,,,,,,,,,-0.2835,0.2589,0.0515,0.264
0.12,0.1117,1.355,,,,,,,,,-0.2387,0.2556,0.0445,0.2594
0.12,0.1089,1.365,,,,,,,,,-0.1138,0.2502,0.0408,0.2535
0.12,0.1063,1.375,,,,,,,,,-0.1271,0.2449,0.0324,0.247
0.12,0.1038,1.385,,,,,,,,,-0.1516,0.2417,0.0412,0.2452
0.12,0.1013,1.395,,,,,,,,,-0.4343,0.2374,0.0508,0.2428
0.12,0.099,1.405,,,,,,,,,-0.1711,0.2332,0.0317,0.2353
0.12,0.0967,1.415,,,,,,,,,-0.0622,0.2285,0.0287,0.2303
0.12,0.0946,1.425,,,,,,,,,0.0048,0.2197,0.0216,0.2208
0.12,0.0925,1.435,,,,,,,,,0.012,0.2127,0.0209,0.2137
0.12,0.0905,1.445,,,,,,,,,-0.364,0.2041,0.0407,0.2081
0.12,0.0885,1.455,,,,,,,,,-0.1162,0.1952,0.0278,0.1972
0.12,0.0867,1.465,,,,,,,,,-0.2986,0.1892,0.0309,0.1917
0.12,0.0849,1.475,,,,,,,,,0.0269,0.1848,0.023,0.1862
0.12,0.0831,1.485,,,,,,,,,-0.1161,0.1796,0.0365,0.1833
0.12,0.0814,1.495,,,,,,,,,0.1044,0.1745,0.0267,0.1765
0.12,0.0798,1.505,,,,,,,,,-0.0729,0.1694,0.0216,0.1708
0.12,0.0783,1.515,,,,,,,,,0.1085,0.1684,0.0194,0.1695
0.12,0.0767,1.525,,,,,,,,,-0.0172,0.1682,0.024,0.1699
0.12,0.0753,1.535,,,,,,,,,-0.1536,0.1711,0.0206,0.1723
0.12,0.0738,1.545,,,,,,,,,0.2925,0.1759,0.029,0.1783
0.12,0.0725,1.555,,,,,,,,,0.0959,0.1847,0.0189,0.1857
0.12,0.0711,1.565,,,,,,,,,0.1465,0.1887,0.0403,0.193
0.12,0.0698,1.575,,,,,,,,,0.0671,0.1903,0.0165,0.191
0.12,0.0686,1.585,,,,,,,,,0.0185,0.1887,0.0232,0.1901
0.144,0.3276,1.085,,,,,,,,,1.0971,1.4082,0.4448,1.4768
0.144,0.3122,1.095,,,,,,,,,-0.6331,1.1354,1.2312,1.6748
0.144,0.2979,1.105,,,,,,,,,-0.0145,0.9603,0.4897,1.078
0.144,0.2849,1.115,,,,,,,,,0.2676,0.817,0.3064,0.8726
0.144,0.2728,1.125,,,,,,,,,-0.6728,0.7066,0.3601,0.7931
0.144,0.2616,1.135,,,,,,,,,0.4181,0.6192,0.1741,0.6432
0.144,0.2512,1.145,,,,,,,,,-0.0993,0.5374,0.1265,0.5521
0.144,0.2415,1.155,,,,,,,,,0.1847,0.4681,0.1037,0.4794
0.144,0.2324,1.165,,,,,,,,,-0.4235,0.4057,0.1207,0.4233
0.144,0.224,1.175,,,,,,,,,-0.5343,0.3554,0.113,0.3729
0.144,0.2161,1.185,,,,,,,,,-0.2288,0.3159,0.0692,0.3234
0.144,0.2086,1.195,,,,,,,,,-0.16,0.2838,0.0593,0.2899
0.144,0.2016,1.205,,,,,,,,,-0.6673,0.2576,0.1104,0.2803
0.144,0.195,1.215,,,,,,,,,-0.8441,0.2413,0.1411,0.2795
0.144,0.1888,1.225,,,,,,,,,-0.4481,0.2314,0.0795,0.2447
0.144,0.1829,1.235,,,,,,,,,-0.3211,0.2259,0.0629,0.2345
0.144,0.1773,1.245,,,,,,,,,-0.61,0.2239,0.0982,0.2445
0.144,0.172,1.255,,,,,,,,,-0.4725,0.2265,0.0834,0.2414
0.144,0.167,1.265,,,,,,,,,-0.1569,0.2302,0.0457,0.2347
0.144,0.1622,1.275,,,,,,,,,0.4362,0.237,0.0862,0.2522
0.144,0.1576,1.285,,,,,,,,,-0.3399,0.2411,0.0864,0.2561
0.144,0.1533,1.295,,,,,,,,,-0.4543,0.2484,0.0809,0.2612
0.144,0.1492,1.305,,,,,,,,,-0.1505,0.2534,0.0421,0.2569
0.144,0.1452,1.315,,,,,,,,,-0.1817,0.2576,0.0432,0.2612
0.144,0.1415,1.325,,,,,,,,,-0.0177,0.2577,0.0361,0.2602
0.144,0.1379,1.335,,,,,,,,,0.0273,0.2602,0.0937,0.2766
